ocm_id,operator,usage_type,status,is_operational,address1,address2,town,state_province,postcode,country,latitude,longitude,title,num_points,connector_types,max_power_kw,all_connector_powers_kw,connection_statuses,borough,borough_density_km2,uk_avg_util_pct,uk_avg_energy_kWh,uk_usage_rows,priority_score,last_status_update,last_verified,submission_status,data_provider
129386,Charge Your Car,Public - Membership Required,Operational,True,St James's Square,nan,nan,London,SW1Y 4PD,GB,51.50773,-0.13457,St James's Square,1.0,Type 2 (Socket Only),7.0,7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1314369876364688,2019-07-19 05:13:00+00:00,2019-07-19 05:13:00+00:00,Submission Published,Open Charge Map Contributors
4413,Independent Operator,Public,Operational,True,Newport Place,Westminster,London,London,WC2H 7PU,GB,51.512046,-0.129753,Masterpark Chinatown Car Park,1.0,nan,4.8,nan,nan,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2092035802310401,2011-05-17 17:23:00+00:00,2011-05-17 17:23:00+00:00,Submission Published,Open Charge Map Contributors
253591,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,5 Upper St Martin's Lane,nan,London,London,WC2H 9NY,GB,51.512373,-0.12711,5 Upper St Martin's Lane,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
128396,Bp Pulse (Uk),Public - Membership Required,Operational,True,Q-Park Chinatown,nan,20 Newport Place,London,WC2H 7PR,GB,51.512299,-0.129615,Q-Park Chinatown,10.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only); Type 2 (Tethered Connector) ; CCS (Type 2); CHAdeMO,50.0,3; 43; 50; 7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.187097968397647,2023-04-03 16:57:00+00:00,2023-04-03 16:57:00+00:00,Submission Published,Open Charge Map Contributors
46743,Total Energies (Uk),Public - Pay At Location,Operational,True,Southampton Street,City of Westminster,London,London,WC2E 7HE,GB,51.5109927464186,-0.122040510177612,Southampton Street,2.0,Type 2 (Socket Only); Type 2 (Socket Only),22.0,22,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2279063286998949,2025-06-14 18:44:00+00:00,2025-06-14 18:44:00+00:00,Submission Published,Open Charge Map Contributors
253607,Bp Pulse (Uk),Public - Membership Required,Not Operational,False,20 Newport Place,nan,London,London,WC2H 7PR,GB,51.512699,-0.130012,Q-Park Chinatown,1.0,BS1363 3 Pin 13 Amp; BS1363 3 Pin 13 Amp,3.0,3,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1274060840422464,2023-05-04 08:44:00+00:00,2023-05-04 08:44:00+00:00,Imported and Published,UK National Charge Point Registry
285956,Shell Recharge Solutions (Uk),Public - Pay At Location,Operational,True,33 King Charles Street,nan,London,London,SW1A 2AH,GB,51.501845,-0.127892,33 King Charles Street,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-12-07 08:10:00+00:00,2023-12-07 08:10:00+00:00,Imported and Published,UK National Charge Point Registry
253610,Bp Pulse (Uk),Public - Membership Required,Not Operational,False,20 Newport Place,nan,London,London,WC2H 7PR,GB,51.512798,-0.130113,Q-Park Chinatown,1.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),22.0,22; 3,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1465528761148027,2023-05-04 08:44:00+00:00,2023-05-04 08:44:00+00:00,Imported and Published,UK National Charge Point Registry
4409,Independent Operator,Public,Operational,True,2 Lexington Street,Westminster,London,London,W1F 0LA,GB,51.511865,-0.134884,NCP Brewer Street - Chargepost 1,1.0,nan,4.8,nan,nan,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2092035802310401,2011-05-17 17:23:00+00:00,2011-05-17 17:23:00+00:00,Submission Published,Open Charge Map Contributors
253549,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,nan,nan,London,London,W1F 9UN,GB,51.511428,-0.135708,Shell Recharge/Ubitricity,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
253565,Bp Pulse (Uk),Public - Membership Required,Not Operational,False,City of London,nan,London,London,WC2E 7DU,GB,51.511902,-0.119569,Exeter Street,1.0,BS1363 3 Pin 13 Amp; BS1363 3 Pin 13 Amp,3.0,3,Operational,Westminster,3651.6,50.21666666666667,36.88102564102565,78,0.0217294249215643,2023-05-04 08:44:00+00:00,2023-05-04 08:44:00+00:00,Imported and Published,UK National Charge Point Registry
5832,Elektromotive (Uk),Public - Membership Required,Operational,True,Belvedere Road,nan,Lambeth,London,SE1 8XU,GB,51.5052551,-0.1168898,Belvedere Road Car Park,1.0,BS1363 3 Pin 13 Amp,4.8,nan,nan,Lambeth,14883.6,50.21666666666667,36.88102564102565,78,0.2329816966069978,2014-09-13 03:56:00+00:00,2014-09-13 03:56:00+00:00,Submission Published,Open Charge Map Contributors
253213,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,nan,nan,London,London,SW1H 9AB,GB,51.501,-0.13328,Shell Recharge/Ubitricity,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
19466,Bp Pulse (Uk),Public - Membership Required,Operational,True,Opposite 17 Exeter Street,Westminster,London,London,WC2E 7DU,GB,51.51229585,-0.119148037008377,Exeter Street,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,3; 7,Operational; Unknown,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.212790440221561,2023-04-03 16:57:00+00:00,2023-04-03 16:57:00+00:00,Submission Published,Open Charge Map Contributors
132780,Total Energies (Uk),Public - Membership Required,Operational,True,33 Golden Square,nan,London,London,W1F 9JT,GB,51.511818,-0.137617,Golden Square,1.0,Type 2 (Socket Only),22.0,22,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1465528761148027,2019-10-07 08:07:00+00:00,2019-10-07 08:07:00+00:00,Submission Published,Open Charge Map Contributors
187712,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,23 Queen Anne's Gate,nan,London,London,SW1H 9BU,GB,51.500544,-0.133597,23 Queen Anne's Gate,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
67840,Pod Point (Uk),"Private - For Staff, Visitors Or Customers",Operational,True,19-25 Broadwick Street,Soho,London,London,W1F 0DF,GB,51.513535,-0.135519,Trenchard House,4.0,Type 2 (Socket Only),7.0,7,Unknown,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1355465766775647,2023-10-09 13:23:00+00:00,2023-10-09 13:23:00+00:00,Submission Published,Open Charge Map Contributors
5510,Independent Operator,Public,Operational,True,Parker Street,Parker Mews,nan,London,WC2b 5NT,GB,51.51422,-0.12136,NCP Car Park Drury Lane,1.0,nan,4.8,nan,nan,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1292199906596465,2014-09-13 03:56:00+00:00,2014-09-13 03:56:00+00:00,Submission Published,Open Charge Map Contributors
253707,Shell Recharge Solutions (Uk),Public - Pay At Location,Operational,True,Opp.,nan,London,London,W1D 3QR,GB,51.514955000000526,-0.1320930000022144,Soho Square South Side,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2025-05-01 00:23:00+00:00,2025-05-01 00:23:00+00:00,Imported and Published,Open Charge Map Contributors
253685,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,nan,nan,London,London,W1F 8WG,GB,51.514418,-0.134767,Shell Recharge/Ubitricity,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
127806,Bp Pulse (Uk),Public - Membership Required,Operational,True,Carlisle Street,nan,Westminster,London,W1D 3BX,GB,51.515133,-0.132938,Carlisle Street,2.0,Type 2 (Socket Only),7.0,7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.212790440221561,2023-04-03 16:59:00+00:00,2023-04-03 16:59:00+00:00,Submission Published,Open Charge Map Contributors
4420,Independent Operator,Public,Operational,True,Dufours Place,Westminster,London,London,W1F 7SJ,GB,51.513645,-0.137168,Broadwick Road Carpark,1.0,nan,4.8,nan,nan,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2092035802310401,2011-05-17 17:23:00+00:00,2011-05-17 17:23:00+00:00,Submission Published,Open Charge Map Contributors
460394,Shell Recharge Solutions (Uk),Public,Operational,True,20 Soho Square,nan,nan,England,nan,GB,51.515559717462054,-0.1318936824986849,20 Soho Square,1.0,Type 2 (Socket Only),4.0,4,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.128413809940802,2025-08-15 14:39:00+00:00,2025-08-15 14:39:00+00:00,Submission Published,Open Charge Map Contributors
52879,Bp Pulse (Uk),Public - Membership Required,Operational,True,3-9 Old Burlington Street,City of Westminster,London,London,W1S 3AF,GB,51.510632,-0.14051870000003,Q-Park Burlington Street,4.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,3; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2155301662489583,2023-04-03 16:58:00+00:00,2023-04-03 16:58:00+00:00,Submission Published,Open Charge Map Contributors
101372,Charge Your Car,Public - Membership Required,Operational,True,Concert Hall Approach,nan,South Bank,England,SE1 8XU,GB,51.50463,-0.11455,Concert Hall Approach,1.0,Type 2 (Socket Only),7.0,7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1314369876364688,2018-10-30 13:03:00+00:00,2018-10-30 13:03:00+00:00,Submission Published,Open Charge Map Contributors
53024,Bp Pulse (Uk),Public - Membership Required,Operational,True,Poland Street,City of Westminster,London,London,W1F 7NQ,GB,51.514198,-0.136689,Q-Park Soho,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only); CHAdeMO; CCS (Type 2); Type 2 (Tethered Connector),50.0,3; 43; 50; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2561226538594515,2023-04-03 16:57:00+00:00,2023-04-03 16:57:00+00:00,Submission Published,Open Charge Map Contributors
16030,Zero Carbon World,"Private - For Staff, Visitors Or Customers",Operational,True,200 Westminster Bridge Rd,nan,nan,London,SE1 7UT,GB,51.5014098,-0.117240600000059,Park Plaza Westminster Bridge Hotel,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,3; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.212790440221561,2018-12-17 10:39:00+00:00,2018-12-17 10:39:00+00:00,Submission Published,Open Charge Map Contributors
253751,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Opp.,nan,London,London,W1D 3QH,GB,51.516,-0.13187,Opp.,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
253772,Bp Pulse (Uk),Public - Membership Required,Not Operational,False,103 New Oxford Street,nan,London,London,WC1A 1DD,GB,51.516312,-0.129476,Almacantar,1.0,Type 2 (Socket Only); Type 2 (Socket Only),22.0,22; 7,Operational,Camden,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1465528761148027,2023-05-04 08:45:00+00:00,2023-05-04 08:45:00+00:00,Imported and Published,UK National Charge Point Registry
173461,Shell Recharge Solutions (Uk),Public,Not Operational,False,20 Great Queen Street,nan,London,London,WC2B 5AZ,GB,51.515614,-0.120802,20 Great Queen Street,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2025-06-14 18:32:00+00:00,2025-06-14 18:32:00+00:00,Imported and Published,UK National Charge Point Registry
4400,Bp Pulse (Uk),Public - Membership Required,Operational,True,Albemarle Street,Westminster,London,London,W1S 4BS,GB,51.5096839873231,-0.142478942871094,Albemarle Street,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,3; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.212790440221561,2023-04-03 16:59:00+00:00,2023-04-03 16:59:00+00:00,Submission Published,Open Charge Map Contributors
458973,Shell Recharge Solutions (Uk),Public,Operational,True,4 Arundel Street,nan,London,England,nan,GB,51.51232110346069,-0.1143251871222901,4 Arundel Street,1.0,Type 2 (Socket Only),5.0,5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2025-06-29 03:04:00+00:00,2025-06-29 03:04:00+00:00,Submission Published,Open Charge Map Contributors
252974,Bp Pulse (Uk),Public - Membership Required,Not Operational,False,Great College Street,nan,London,London,SW1P 3RX,GB,51.4977,-0.126443,Q-Park Westminster,1.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),22.0,22; 3,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2265364656861963,2023-05-04 08:43:00+00:00,2023-05-04 08:43:00+00:00,Imported and Published,UK National Charge Point Registry
57086,Total Energies (Uk),Public - Membership Required,Operational,True,Sardinia Street,London Borough of Camden,London,London,WC2B 6TE,GB,51.5151901467396,-0.118159841802967,Sardinia Street,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,4; 7,Operational,Westminster,13988.4,50.21666666666667,36.88102564102565,78,0.2185062768807482,2024-12-15 14:19:00+00:00,2024-12-15 14:19:00+00:00,Submission Published,Open Charge Map Contributors
52878,Bp Pulse (Uk),Public - Membership Required,Operational,True,Great College Street,City of Westminster,London,London,SW1P 3RX,GB,51.4975281,-0.127408500000001,Q-Park Westminster,6.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,3; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2182698922763556,2023-04-03 16:58:00+00:00,2023-04-03 16:58:00+00:00,Submission Published,Open Charge Map Contributors
4376,Independent Operator,Public,Operational,True,Great College Street,Westminster,London,London,SW1P 3RX,GB,51.497528,-0.127409,Masterpark Abingdon Car Park,1.0,nan,4.8,nan,nan,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2092035802310401,2011-05-17 17:23:00+00:00,2011-05-17 17:23:00+00:00,Submission Published,Open Charge Map Contributors
4390,Pod Point (Uk),Public - Membership Required,Operational,True,Waterloo,Lambeth,London,London,SE1 9PP,GB,51.5068393098305,-0.111933946609497,76 Upper Ground,2.0,Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only),22.0,22; 7,Operational,Lambeth,14883.6,50.21666666666667,36.88102564102565,78,0.2516844450758526,2024-08-24 05:34:00+00:00,2024-08-24 05:34:00+00:00,Submission Published,Open Charge Map Contributors
19465,Total Energies (Uk),Public - Membership Required,Operational,True,Temple Place,Westminster,London,London,WC2R 2PG,GB,51.5116935,-0.113055249442683,Temple Place,5.0,Type 2 (Socket Only); Type 1 (J1772); BS1363 3 Pin 13 Amp,7.0,3; 4; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2169000292626569,2019-05-12 05:32:00+00:00,2019-05-12 05:32:00+00:00,Submission Published,Open Charge Map Contributors
253491,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,nan,nan,London,London,W1J 8NR,GB,51.50908,-0.143872,Shell Recharge/Ubitricity,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
253042,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,22 Caxton Street,nan,London,London,SW1H 0QU,GB,51.498522,-0.13584,22 Caxton Street,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
136293,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Adeline Pl 15,nan,London,London,WC1B 3AJ,GB,51.517603,-0.129837,Adeline Pl 15,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Camden,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:00:00+00:00,2023-05-05 04:00:00+00:00,Imported and Published,UK National Charge Point Registry
253548,Total Energies (Uk),Public - Membership Required,Not Operational,False,Temple Place site 2,nan,Westminster,London,WC2R 2PG,GB,51.511407,-0.112471,Temple Place site 2,1.0,Type 1 (J1772); Type 2 (Socket Only),7.0,3; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2114205772078624,2023-03-08 04:20:00+00:00,2023-03-08 04:20:00+00:00,Imported and Published,UK National Charge Point Registry
253603,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Opp.,nan,London,London,W1S 2AT,GB,51.512568,-0.142311,Opp.,1.0,Type 2 (Socket Only),5.0,5,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
136295,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Adeline Pl 12,nan,London,London,WC1B 3AJ,GB,51.517782,-0.130023,Adeline Pl 12,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Camden,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:00:00+00:00,2023-05-05 04:00:00+00:00,Imported and Published,UK National Charge Point Registry
252927,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,27 Great Peter Street,nan,London,London,SW1P 3LN,GB,51.496896,-0.127436,27 Great Peter Street,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
43412,Total Energies (Uk),Public - Membership Required,Operational,True,Lincolns Inn Fields,Westminster,London,London,WC2A 3PE,GB,51.5152860135492,-0.116643905639648,"Lincolns Inn Fields, Westminster",5.0,Type 2 (Socket Only); Type 1 (J1772),7.0,4; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2169000292626569,2020-01-10 09:49:00+00:00,2020-01-10 09:49:00+00:00,Submission Published,Open Charge Map Contributors
252924,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Great Peter St 31,nan,London,London,SW1P 3NQ,GB,51.496887,-0.127973,Great Peter St 31,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:00:00+00:00,2023-05-05 04:00:00+00:00,Imported and Published,UK National Charge Point Registry
252926,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Great Peter St 41,nan,London,London,SW1P 3LT,GB,51.496895,-0.128714,Great Peter St 41,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:00:00+00:00,2023-05-05 04:00:00+00:00,Imported and Published,UK National Charge Point Registry
126177,Pod Point (Uk),Public - Membership Required,Operational,True,Lincoln's Inn Fields,nan,Westminster,London,WC2A 3PE,GB,51.515375,-0.116745,Westminster-Lincoln's Inn Fields,2.0,Type 2 (Socket Only),7.0,7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.212790440221561,2025-03-05 16:42:00+00:00,2025-03-05 16:42:00+00:00,Submission Published,Open Charge Map Contributors
268058,Total Energies (Uk),Public,Not Operational,False,Stephens Street,nan,Camden Town,London,W1T 1AL,GB,51.517475,-0.133047,Stephens Street,1.0,Type 2 (Socket Only),22.0,22,Operational,Westminster,13988.4,50.21666666666667,36.88102564102565,78,0.2336221653590821,2025-05-01 00:28:00+00:00,2025-05-01 00:28:00+00:00,Imported and Published,UK National Charge Point Registry
252921,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Great Peter St 16,nan,London,London,SW1P 2BX,GB,51.496866,-0.129591,Great Peter St 16,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:00:00+00:00,2023-05-05 04:00:00+00:00,Imported and Published,UK National Charge Point Registry
118286,Charge Your Car,Public - Membership Required,Operational,True,Cornwall Road,nan,Lambeth,London,SE1 9PU,GB,51.50542,-0.11099,"Cornwall Road, Lambeth",2.0,Type 2 (Socket Only),7.0,7,Operational,Lambeth,14883.6,50.21666666666667,36.88102564102565,78,0.2365685565975187,2019-03-22 06:19:00+00:00,2019-03-22 06:19:00+00:00,Submission Published,Open Charge Map Contributors
205270,Total Energies (Uk),Public - Pay At Location,Operational,True,Adeline Place,nan,London,London,WC1B 3AH,GB,51.51798,-0.130288,Adeline Place,2.0,Type 2 (Socket Only); Type 2 (Socket Only),22.0,22,Operational,Camden,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1479227391285013,2025-05-01 00:36:00+00:00,2025-05-01 00:36:00+00:00,Submission Published,Open Charge Map Contributors
53025,Bp Pulse (Uk),Public - Membership Required,Operational,True,Berkeley Square,City of Westminster,London,London,W1J 6EG,GB,51.509495,-0.144767,Berkeley Square,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only); Type 2 (Socket Only),7.0,3; 4; 7,Operational; Unknown,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.212790440221561,2023-04-03 16:57:00+00:00,2023-04-03 16:57:00+00:00,Submission Published,Open Charge Map Contributors
173459,Shell Recharge Solutions (Uk),Public,Not Operational,False,24 Little Russell Street,nan,London,London,WC1A 2HS,GB,51.518054,-0.12494,24 Little Russell Street,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Camden,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
125894,Bp Pulse (Uk),Public - Membership Required,Operational,True,Berkeley Square,nan,Westminster,London,W1J 6ES,GB,51.509472,-0.14487,Berkeley Square,1.0,Type 2 (Socket Only),7.0,7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.2114205772078624,2023-04-03 17:00:00+00:00,2023-04-03 17:00:00+00:00,Submission Published,Open Charge Map Contributors
